Frequency (Hz), ch0 (dB), ch1 (dB)
37681580.00, -92.06, -88.65
37689208.00, -92.00, -92.47
37696840.00, -90.97, -92.02
37704468.00, -92.61, -91.36
37712096.00, -91.65, -91.62
37719728.00, -93.10, -90.15
37727356.00, -89.56, -90.14
37734984.00, -92.19, -92.25
37742616.00, -93.46, -93.01
37750244.00, -91.42, -89.72
37757872.00, -90.79, -90.12
37765504.00, -93.27, -93.82
37773132.00, -91.84, -90.67
37780760.00, -89.63, -93.36
37788392.00, -93.31, -90.54
37796020.00, -97.24, -89.92
37803648.00, -91.53, -93.10
37811280.00, -89.80, -93.96
37818908.00, -93.26, -92.58
37826540.00, -90.74, -90.74
37834168.00, -92.32, -90.96
37841796.00, -92.92, -91.38
37849428.00, -94.02, -89.38
37857056.00, -92.98, -89.30
37864684.00, -90.07, -89.26
37872316.00, -91.61, -91.38
37879944.00, -94.65, -92.98
37887572.00, -90.13, -93.28
37895204.00, -89.91, -91.72
37902832.00, -88.44, -92.03
37910460.00, -90.48, -90.48
37918092.00, -89.16, -91.04
37925720.00, -89.22, -93.84
37933348.00, -92.25, -91.36
37940980.00, -92.19, -89.65
37948608.00, -88.54, -91.84
37956236.00, -89.63, -92.47
37963868.00, -90.74, -92.17
37971496.00, -94.33, -91.01
37979124.00, -92.60, -91.81
37986756.00, -90.45, -91.79
37994384.00, -90.38, -94.06
38002016.00, -92.37, -89.95
38009644.00, -91.62, -89.97
38017272.00, -92.12, -93.61
38024904.00, -89.48, -91.12
38032532.00, -93.55, -93.17
38040160.00, -94.55, -93.07
38047792.00, -94.98, -94.47
38055420.00, -92.53, -93.63
38063048.00, -91.51, -90.58
38070680.00, -92.18, -90.32
38078308.00, -90.38, -91.94
38085936.00, -91.29, -93.26
38093568.00, -90.49, -92.82
38101196.00, -93.18, -92.81
38108824.00, -88.28, -93.40
38116456.00, -89.44, -92.90
38124084.00, -91.83, -94.56
38131712.00, -92.43, -91.97
38139344.00, -90.88, -92.29
38146972.00, -91.98, -93.26
38154604.00, -90.96, -93.77
38162232.00, -92.30, -94.85
38169860.00, -91.94, -92.74
38177492.00, -89.84, -96.52
38185120.00, -88.58, -91.35
38192748.00, -93.61, -89.92
38200380.00, -94.31, -92.07
38208008.00, -94.23, -88.84
38215636.00, -90.84, -89.73
38223268.00, -91.54, -92.54
38230896.00, -91.54, -93.38
38238524.00, -89.79, -89.29
38246156.00, -91.71, -93.43
38253784.00, -96.77, -92.12
38261412.00, -94.54, -92.94
38269044.00, -89.60, -91.80
38276672.00, -92.26, -93.23
38284300.00, -91.95, -94.40
38291932.00, -95.39, -91.74
38299560.00, -92.18, -91.92
38307188.00, -92.39, -94.86
38314820.00, -96.11, -95.12
38322448.00, -90.28, -93.04
38330080.00, -90.63, -90.43
38337708.00, -93.72, -92.78
38345336.00, -91.45, -93.75
38352968.00, -92.92, -93.44
38360596.00, -92.22, -95.85
38368224.00, -94.21, -93.30
38375856.00, -89.02, -89.17
38383484.00, -92.66, -90.46
38391112.00, -92.87, -92.56
38398744.00, -91.03, -91.27
38406372.00, -91.55, -93.29
38414000.00, -91.35, -93.95
38421632.00, -90.60, -92.59
38429260.00, -91.63, -91.82
38436888.00, -90.98, -95.97
38444520.00, -89.19, -92.77
38452148.00, -90.18, -90.65
38459776.00, -92.90, -92.79
38467408.00, -93.60, -91.03
38475036.00, -96.17, -91.59
38482668.00, -95.23, -89.23
38490296.00, -93.36, -89.25
38497924.00, -95.51, -90.93
38505556.00, -95.10, -91.54
38513184.00, -90.50, -91.52
38520812.00, -91.18, -93.08
38528444.00, -92.08, -90.42
38536072.00, -91.11, -91.29
38543700.00, -89.63, -95.16
38551332.00, -90.69, -90.05
38558960.00, -93.71, -89.43
38566588.00, -92.28, -93.46
38574220.00, -92.55, -92.75
38581848.00, -90.95, -92.74
38589476.00, -90.11, -93.13
38597108.00, -87.86, -93.50
38604736.00, -87.64, -88.72
38612364.00, -91.59, -91.80
38619996.00, -94.32, -91.71
38627624.00, -91.48, -90.16
38635252.00, -89.29, -93.52
38642884.00, -90.80, -91.59
38650512.00, -95.89, -90.67
38658144.00, -91.41, -91.57
38665772.00, -91.18, -93.43
38673400.00, -93.02, -91.60
38681032.00, -91.55, -93.95
38688660.00, -90.68, -91.93
38696288.00, -92.42, -93.59
38703920.00, -93.03, -90.06
38711548.00, -91.29, -91.21
38719176.00, -90.56, -90.90
38726808.00, -93.71, -93.70
38734436.00, -95.49, -91.82
38742064.00, -92.09, -94.71
38749696.00, -92.28, -90.14
38757324.00, -92.56, -92.38
38764952.00, -92.90, -90.94
38772584.00, -92.40, -94.32
38780212.00, -94.43, -92.56
38787840.00, -92.16, -94.02
38795472.00, -92.32, -92.19
38803100.00, -90.62, -91.41
38810728.00, -89.91, -90.30
38818360.00, -91.32, -92.35
38825988.00, -91.24, -94.48
38833620.00, -88.53, -91.32
38841248.00, -92.80, -91.99
38848876.00, -94.71, -91.64
38856508.00, -93.36, -90.14
38864136.00, -91.93, -89.31
38871764.00, -91.46, -91.75
38879396.00, -91.66, -93.32
38887024.00, -90.40, -92.90
38894652.00, -90.61, -91.33
38902284.00, -92.04, -92.49
38909912.00, -93.79, -91.62
38917540.00, -92.38, -90.70
38925172.00, -89.55, -90.93
38932800.00, -91.46, -90.80
38940428.00, -92.82, -92.40
38948060.00, -95.19, -91.94
38955688.00, -90.98, -90.97
38963316.00, -93.18, -91.52
38970948.00, -92.73, -91.01
38978576.00, -95.26, -93.29
38986208.00, -92.32, -91.63
38993836.00, -93.78, -94.32
39001464.00, -89.29, -94.81
39009096.00, -89.59, -94.42
39016724.00, -88.81, -90.78
39024352.00, -90.46, -91.77
39031984.00, -93.17, -91.30
39039612.00, -95.23, -91.43
39047240.00, -92.96, -89.56
39054872.00, -94.22, -91.27
39062500.00, -93.20, -91.93
39070128.00, -93.91, -89.85
39077760.00, -90.67, -90.41
39085388.00, -90.75, -91.09
39093016.00, -92.03, -92.90
39100648.00, -95.24, -95.46
39108276.00, -93.77, -92.19
39115904.00, -93.35, -96.15
39123536.00, -91.90, -95.02
39131164.00, -94.98, -93.98
39138792.00, -94.13, -96.04
39146424.00, -91.02, -92.51
39154052.00, -90.77, -89.92
39161684.00, -92.80, -92.13
39169312.00, -92.21, -94.41
39176940.00, -87.86, -92.21
39184572.00, -88.49, -90.81
39192200.00, -93.86, -90.50
39199828.00, -92.98, -91.12
39207460.00, -92.44, -93.35
39215088.00, -93.66, -91.74
39222716.00, -91.21, -90.38
39230348.00, -89.32, -91.24
39237976.00, -91.56, -92.90
39245604.00, -91.71, -93.84
39253236.00, -94.87, -91.64
39260864.00, -91.16, -90.63
39268492.00, -97.37, -93.22
39276124.00, -94.93, -93.02
39283752.00, -90.67, -93.37
39291380.00, -93.42, -92.41
39299012.00, -95.49, -92.95
39306640.00, -94.71, -93.62
39314272.00, -96.24, -94.14
39321900.00, -93.82, -91.98
39329528.00, -95.74, -92.92
39337160.00, -96.76, -89.79
39344788.00, -98.01, -91.03
39352416.00, -92.72, -91.74
39360048.00, -91.98, -94.86
39367676.00, -94.80, -94.16
39375304.00, -94.98, -89.90
39382936.00, -90.05, -89.95
39390564.00, -90.61, -92.49
39398192.00, -94.00, -92.05
39405824.00, -93.99, -92.14
39413452.00, -94.54, -92.56
39421080.00, -95.29, -90.22
39428712.00, -93.48, -90.17
39436340.00, -89.62, -94.43
39443968.00, -91.12, -93.03
39451600.00, -91.70, -89.94
39459228.00, -95.90, -90.73
39466856.00, -89.11, -91.39
39474488.00, -89.31, -90.44
39482116.00, -91.59, -96.15
39489748.00, -92.21, -93.16
39497376.00, -93.41, -91.85
39505004.00, -94.30, -89.75
39512636.00, -92.93, -89.94
39520264.00, -92.15, -93.06
39527892.00, -93.30, -91.87
39535524.00, -90.21, -89.98
39543152.00, -92.24, -91.07
39550780.00, -92.50, -94.11
39558412.00, -90.98, -94.56
39566040.00, -89.38, -92.81
39573668.00, -89.12, -90.97
39581300.00, -90.18, -91.30
39588928.00, -92.11, -90.86
39596556.00, -94.04, -93.50
39604188.00, -90.82, -92.79
39611816.00, -92.10, -91.07
39619444.00, -91.41, -92.05
39627076.00, -89.98, -92.02
39634704.00, -92.50, -90.91
39642332.00, -91.38, -90.07
39649964.00, -90.87, -92.27
39657592.00, -89.82, -92.86
39665224.00, -89.65, -94.28
39672852.00, -90.14, -90.36
39680480.00, -89.75, -91.52
39688112.00, -89.01, -91.34
39695740.00, -89.66, -92.06
39703368.00, -88.61, -92.89
39711000.00, -90.62, -92.15
39718628.00, -90.96, -92.56
39726256.00, -90.22, -95.16
39733888.00, -89.96, -92.07
39741516.00, -91.91, -90.60
39749144.00, -92.03, -93.19
39756776.00, -90.90, -96.79
39764404.00, -90.29, -95.11
39772032.00, -91.61, -91.42
39779664.00, -93.27, -91.80
39787292.00, -91.97, -89.39
39794920.00, -94.22, -91.98
39802552.00, -92.87, -93.24
39810180.00, -91.73, -92.82
39817812.00, -90.56, -91.72
39825440.00, -90.18, -94.66
39833068.00, -91.42, -92.71
39840700.00, -91.35, -93.11
39848328.00, -90.42, -95.31
39855956.00, -92.98, -95.75
39863588.00, -95.65, -91.00
39871216.00, -90.78, -90.37
39878844.00, -89.19, -89.75
39886476.00, -90.04, -92.27
39894104.00, -92.15, -95.17
39901732.00, -93.59, -93.22
39909364.00, -94.19, -95.34
39916992.00, -92.86, -95.84
39924620.00, -91.83, -96.46
39932252.00, -92.30, -97.21
39939880.00, -92.73, -91.80
39947508.00, -91.98, -94.15
39955140.00, -91.01, -96.50
39962768.00, -88.66, -92.05
39970396.00, -92.48, -91.60
39978028.00, -94.17, -90.81
39985656.00, -93.45, -93.92
39993288.00, -94.66, -92.09
40000916.00, -90.99, -93.00
40008544.00, -89.74, -91.75
40016176.00, -90.59, -92.72
40023804.00, -94.81, -91.94
40031432.00, -93.15, -91.74
40039064.00, -93.26, -90.15
40046692.00, -92.37, -88.52
40054320.00, -92.94, -89.74
40061952.00, -91.88, -91.35
40069580.00, -93.44, -91.67
40077208.00, -91.91, -92.66
40084840.00, -91.94, -94.39
40092468.00, -94.43, -91.32
40100096.00, -95.89, -90.94
40107728.00, -93.17, -96.17
40115356.00, -92.65, -89.19
40122984.00, -94.70, -88.52
40130616.00, -93.28, -91.33
40138244.00, -90.55, -92.91
40145876.00, -88.94, -88.46
40153504.00, -92.68, -89.40
40161132.00, -91.72, -91.73
40168764.00, -93.74, -92.95
40176392.00, -90.53, -91.63
40184020.00, -92.09, -90.93
40191652.00, -92.62, -92.55
40199280.00, -88.08, -92.58
40206908.00, -91.75, -91.88
40214540.00, -90.11, -92.64
40222168.00, -91.79, -93.09
40229796.00, -89.90, -93.13
40237428.00, -91.90, -92.41
40245056.00, -90.56, -89.45
40252684.00, -90.32, -89.89
40260316.00, -92.93, -91.56
40267944.00, -91.00, -93.34
40275572.00, -89.89, -90.32
40283204.00, -91.85, -89.09
40290832.00, -91.26, -91.50
40298460.00, -90.58, -91.83
40306092.00, -91.85, -93.89
40313720.00, -94.06, -90.66
40321352.00, -96.66, -90.48
40328980.00, -98.50, -91.51
40336608.00, -92.51, -90.65
40344240.00, -91.58, -90.28
40351868.00, -91.27, -91.09
40359496.00, -91.29, -93.37
40367128.00, -93.54, -93.27
40374756.00, -91.40, -93.17
40382384.00, -92.64, -91.88
40390016.00, -92.10, -91.26
40397644.00, -92.69, -90.22
40405272.00, -90.08, -92.99
40412904.00, -92.97, -93.46
40420532.00, -92.25, -94.98
40428160.00, -96.02, -92.50
40435792.00, -91.06, -92.02
40443420.00, -93.98, -89.71
40451048.00, -92.72, -91.92
40458680.00, -92.33, -97.11
40466308.00, -91.73, -93.22
40473936.00, -91.66, -93.90
40481568.00, -89.10, -90.59
40489196.00, -88.87, -90.66
40496828.00, -90.57, -91.78
40504456.00, -91.96, -91.95
40512084.00, -92.84, -90.83
40519716.00, -93.07, -90.69
40527344.00, -93.27, -91.90
40534972.00, -91.15, -90.85
40542604.00, -94.25, -95.95
40550232.00, -92.18, -90.71
40557860.00, -91.68, -95.47
40565492.00, -90.05, -93.51
40573120.00, -89.80, -90.10
40580748.00, -88.37, -91.67
40588380.00, -90.31, -90.20
40596008.00, -92.01, -90.72
40603636.00, -90.84, -93.69
40611268.00, -88.93, -92.92
40618896.00, -92.14, -93.69
40626524.00, -90.93, -92.10
40634156.00, -88.41, -91.43
40641784.00, -89.89, -90.95
40649416.00, -90.44, -90.31
40657044.00, -90.07, -92.35
40664672.00, -89.54, -90.61
40672304.00, -89.64, -90.19
40679932.00, -92.38, -88.56
40687560.00, -92.06, -88.24
40695192.00, -90.72, -90.54
40702820.00, -93.33, -90.82
40710448.00, -90.71, -90.21
40718080.00, -89.73, -89.19
40725708.00, -93.41, -90.78
40733336.00, -94.21, -91.28
40740968.00, -91.61, -93.29
40748596.00, -89.20, -93.53
40756224.00, -90.76, -93.90
40763856.00, -96.37, -93.88
40771484.00, -92.17, -92.91
40779112.00, -88.92, -92.32
40786744.00, -90.48, -89.79
40794372.00, -90.73, -89.79
40802000.00, -91.96, -91.41
40809632.00, -95.91, -92.05
40817260.00, -91.77, -90.73
40824892.00, -92.25, -95.38
40832520.00, -92.40, -91.00
40840148.00, -90.24, -90.45
40847780.00, -87.86, -94.27
40855408.00, -91.11, -96.07
40863036.00, -91.34, -94.96
40870668.00, -90.62, -92.59
40878296.00, -90.84, -91.34
40885924.00, -93.31, -91.94
40893556.00, -93.57, -91.65
40901184.00, -90.56, -91.81
40908812.00, -89.74, -94.46
40916444.00, -92.23, -93.80
40924072.00, -91.86, -92.91
40931700.00, -93.67, -93.63
40939332.00, -90.45, -88.74
40946960.00, -91.26, -92.05
40954588.00, -92.19, -93.33
40962220.00, -91.11, -93.24
40969848.00, -90.69, -91.15
40977480.00, -94.07, -90.61
40985108.00, -92.39, -94.31
40992736.00, -90.76, -95.08
41000368.00, -91.59, -94.45
41007996.00, -92.63, -89.88
41015624.00, -93.56, -90.80
41023256.00, -92.36, -92.51
41030884.00, -93.74, -93.28
41038512.00, -91.51, -92.86
41046144.00, -91.46, -92.86
41053772.00, -91.38, -89.45
41061400.00, -93.44, -92.05
41069032.00, -92.66, -96.20
41076660.00, -92.45, -92.37
41084288.00, -92.23, -89.96
41091920.00, -93.40, -89.07
41099548.00, -91.93, -90.95
41107176.00, -95.89, -90.32
41114808.00, -91.35, -91.24
41122436.00, -94.83, -90.83
41130064.00, -91.79, -93.07
41137696.00, -94.61, -89.94
41145324.00, -93.67, -91.66
41152956.00, -90.57, -89.83
41160584.00, -88.45, -89.51
41168212.00, -89.60, -94.09
41175844.00, -90.90, -93.16
41183472.00, -91.22, -90.46
41191100.00, -90.17, -91.82
41198732.00, -89.65, -93.33
41206360.00, -91.30, -93.27
41213988.00, -91.71, -93.45
41221620.00, -93.80, -89.43
41229248.00, -90.24, -89.91
41236876.00, -90.60, -90.64
41244508.00, -90.44, -89.93
41252136.00, -90.54, -90.60
41259764.00, -92.46, -92.54
41267396.00, -95.49, -94.32
41275024.00, -95.83, -90.94
41282652.00, -93.05, -89.45
41290284.00, -94.79, -91.15
41297912.00, -93.93, -91.14
41305540.00, -92.84, -89.32
41313172.00, -91.03, -91.60
41320800.00, -92.38, -91.60
41328432.00, -93.36, -93.29
41336060.00, -92.28, -89.54
41343688.00, -90.01, -90.00
41351320.00, -92.93, -93.08
41358948.00, -93.95, -92.08
41366576.00, -92.34, -93.42
41374208.00, -91.40, -93.99
41381836.00, -92.56, -92.94
41389464.00, -93.01, -93.26
41397096.00, -92.44, -93.59
41404724.00, -90.81, -91.81
41412352.00, -94.21, -90.93
41419984.00, -93.68, -95.47
41427612.00, -93.51, -93.67
41435240.00, -91.13, -95.42
41442872.00, -92.15, -93.74
41450500.00, -91.80, -95.57
41458128.00, -89.81, -96.84
41465760.00, -92.19, -92.94
41473388.00, -90.41, -91.45
41481020.00, -90.13, -90.75
41488648.00, -92.92, -90.42
41496276.00, -92.07, -90.64
41503908.00, -91.07, -93.56
41511536.00, -92.10, -89.27
41519164.00, -91.77, -89.85
41526796.00, -90.39, -90.08
41534424.00, -88.86, -89.29
41542052.00, -90.17, -90.36
41549684.00, -91.99, -90.50
41557312.00, -90.85, -95.22
41564940.00, -90.91, -93.66
41572572.00, -88.30, -92.74
41580200.00, -90.39, -93.46
41587828.00, -92.12, -93.99
41595460.00, -90.13, -93.58
41603088.00, -93.05, -92.67
41610716.00, -92.77, -96.54
41618348.00, -88.58, -93.15
41625976.00, -88.91, -92.92
41633604.00, -90.32, -89.81
41641236.00, -93.07, -89.45
41648864.00, -89.46, -94.87
41656496.00, -89.26, -92.87
41664124.00, -95.01, -91.18
41671752.00, -93.60, -95.49
41679384.00, -92.16, -90.55
41687012.00, -92.75, -91.87
41694640.00, -92.17, -90.55
41702272.00, -89.02, -90.84
41709900.00, -89.75, -90.94
41717528.00, -90.96, -93.52
41725160.00, -92.18, -94.76
41732788.00, -91.84, -90.11
41740416.00, -91.39, -88.81
41748048.00, -94.43, -89.73
41755676.00, -93.42, -91.82
41763304.00, -91.38, -90.63
41770936.00, -90.99, -91.34
41778564.00, -89.95, -93.76
41786192.00, -93.11, -89.69
41793824.00, -95.32, -91.33
41801452.00, -91.95, -94.41
41809084.00, -92.79, -91.24
41816712.00, -92.65, -91.34
41824340.00, -90.81, -91.62
41831972.00, -90.04, -92.79
41839600.00, -92.84, -92.84
41847228.00, -90.95, -92.73
41854860.00, -93.60, -92.96
41862488.00, -90.70, -92.53
41870116.00, -89.65, -95.55
41877748.00, -90.29, -94.24
41885376.00, -89.64, -92.54
41893004.00, -91.78, -93.88
41900636.00, -95.73, -95.69
41908264.00, -91.70, -90.13
41915892.00, -89.59, -88.49
41923524.00, -92.13, -92.29
41931152.00, -93.06, -91.51
41938780.00, -90.19, -90.78
41946412.00, -91.97, -89.43
41954040.00, -94.73, -89.07
41961668.00, -90.87, -92.95
41969300.00, -90.70, -91.78
41976928.00, -90.88, -89.80
41984560.00, -91.76, -89.37
41992188.00, -92.41, -91.11
41999816.00, -90.70, -90.99
42007448.00, -89.82, -93.14
42015076.00, -91.83, -91.41
42022704.00, -92.85, -90.02
42030336.00, -90.34, -90.25
42037964.00, -90.33, -94.13
42045592.00, -88.93, -92.99
42053224.00, -91.99, -93.39
42060852.00, -96.55, -94.09
42068480.00, -94.76, -89.06
42076112.00, -94.78, -90.35
42083740.00, -92.40, -88.91
42091368.00, -93.08, -88.65
42099000.00, -92.06, -93.89
42106628.00, -89.79, -92.63
42114256.00, -90.40, -89.81
42121888.00, -92.66, -90.52
42129516.00, -94.22, -90.38
42137144.00, -90.38, -91.59
42144776.00, -91.06, -91.93
42152404.00, -91.67, -94.31
42160036.00, -92.39, -89.52
42167664.00, -94.45, -88.74
42175292.00, -91.44, -93.64
42182924.00, -91.40, -91.87
42190552.00, -91.91, -91.25
42198180.00, -88.70, -91.51
42205812.00, -88.88, -90.32
42213440.00, -89.46, -89.70
42221068.00, -90.15, -90.18
42228700.00, -92.85, -93.29
42236328.00, -90.41, -94.32
42243956.00, -92.40, -92.20
42251588.00, -95.17, -92.07
42259216.00, -93.81, -93.95
42266844.00, -90.48, -91.51
42274476.00, -90.70, -90.44
42282104.00, -88.85, -92.61
42289732.00, -92.81, -91.45
42297364.00, -92.05, -93.42
42304992.00, -88.84, -94.06
42312624.00, -88.26, -92.60
42320252.00, -89.58, -92.43
42327880.00, -91.72, -91.46
42335512.00, -95.38, -92.13
42343140.00, -95.40, -91.48
42350768.00, -89.95, -88.71
42358400.00, -93.98, -91.31
42366028.00, -91.14, -93.60
42373656.00, -90.26, -94.41
42381288.00, -92.84, -92.36
42388916.00, -92.37, -88.84
42396544.00, -91.69, -88.79
42404176.00, -90.51, -91.31
42411804.00, -92.47, -92.68
42419432.00, -93.55, -90.79
42427064.00, -92.83, -91.58
42434692.00, -92.01, -91.35
42442320.00, -90.23, -89.70
42449952.00, -92.40, -92.27
42457580.00, -97.54, -90.68
42465208.00, -91.34, -91.66
42472840.00, -91.47, -89.23
42480468.00, -89.84, -89.89
42488100.00, -90.26, -90.84
42495728.00, -92.98, -93.71
42503356.00, -92.84, -92.03
42510988.00, -92.37, -91.85
42518616.00, -92.57, -92.62
42526244.00, -93.31, -90.33
42533876.00, -94.61, -90.04
42541504.00, -91.26, -94.41
42549132.00, -89.20, -93.03
42556764.00, -94.38, -90.58
42564392.00, -93.50, -92.32
42572020.00, -90.82, -89.10
42579652.00, -90.89, -90.65
42587280.00, -92.72, -90.74
42594908.00, -89.26, -92.88
42602540.00, -91.51, -94.89
42610168.00, -90.74, -91.79
42617796.00, -94.06, -91.51
42625428.00, -91.98, -91.29
42633056.00, -91.34, -88.93
42640688.00, -92.54, -92.83
42648316.00, -91.91, -93.37
42655944.00, -91.04, -89.62
42663576.00, -91.49, -91.46
42671204.00, -92.21, -92.29
42678832.00, -91.92, -91.11
42686464.00, -92.17, -91.49
42694092.00, -93.22, -89.89
42701720.00, -94.83, -90.68
42709352.00, -90.47, -92.66
42716980.00, -90.05, -93.38
42724608.00, -91.15, -92.76
42732240.00, -94.20, -93.25
42739868.00, -93.83, -91.66
42747496.00, -93.68, -94.05
42755128.00, -90.51, -93.58
42762756.00, -90.29, -93.94
42770384.00, -90.02, -91.01
42778016.00, -93.01, -91.43
42785644.00, -92.95, -93.91
42793272.00, -90.90, -94.05
42800904.00, -90.43, -94.25
42808532.00, -92.01, -97.38
42816164.00, -92.55, -95.12
42823792.00, -90.78, -94.51
42831420.00, -94.81, -93.43
42839052.00, -92.31, -92.33
42846680.00, -94.32, -91.00
42854308.00, -92.72, -92.69
42861940.00, -90.97, -89.80
42869568.00, -92.02, -90.10
42877196.00, -91.61, -93.16
42884828.00, -89.98, -90.20
42892456.00, -91.45, -91.67
42900084.00, -89.64, -94.99
42907716.00, -92.41, -92.80
42915344.00, -91.09, -93.16
42922972.00, -89.65, -96.14
42930604.00, -91.30, -97.10
42938232.00, -93.17, -93.55
42945860.00, -90.44, -91.21
42953492.00, -88.29, -91.41
42961120.00, -89.29, -88.69
42968752.00, -90.76, -90.12
42976380.00, -90.12, -89.21
42984008.00, -92.79, -91.66
42991640.00, -94.59, -93.75
42999268.00, -91.28, -93.28
43006896.00, -91.97, -92.42
43014528.00, -91.55, -90.58
43022156.00, -93.08, -90.04
43029784.00, -92.69, -90.21
43037416.00, -88.81, -90.45
43045044.00, -91.31, -89.77
43052672.00, -95.83, -91.80
43060304.00, -94.26, -89.28
43067932.00, -93.01, -90.89
43075560.00, -93.19, -93.35
43083192.00, -91.72, -89.02
43090820.00, -91.46, -90.13
43098448.00, -94.51, -90.68
43106080.00, -92.58, -88.87
43113708.00, -96.40, -89.88
43121336.00, -91.98, -90.16
43128968.00, -94.04, -91.52
43136596.00, -93.70, -90.84
43144228.00, -91.92, -90.78
43151856.00, -91.32, -90.90
43159484.00, -90.09, -92.64
43167116.00, -93.40, -94.24
43174744.00, -92.46, -92.93
43182372.00, -93.82, -94.21
43190004.00, -91.49, -91.70
43197632.00, -90.17, -93.99
43205260.00, -92.10, -92.62
43212892.00, -89.58, -91.71
43220520.00, -88.76, -90.46
43228148.00, -92.36, -91.18
43235780.00, -92.41, -91.15
43243408.00, -89.82, -94.45
43251036.00, -93.65, -93.98
43258668.00, -91.94, -93.74
43266296.00, -91.47, -91.39
43273924.00, -93.23, -89.35
43281556.00, -91.45, -93.42
43289184.00, -92.96, -92.68
43296812.00, -93.06, -93.61
43304444.00, -92.08, -92.81
43312072.00, -90.85, -91.16
43319704.00, -91.69, -93.14
43327332.00, -92.36, -92.69
43334960.00, -91.30, -91.76
43342592.00, -93.12, -95.07
43350220.00, -91.85, -93.44
43357848.00, -94.56, -91.63
43365480.00, -96.64, -88.92
43373108.00, -94.10, -88.46
43380736.00, -91.11, -90.71
43388368.00, -94.31, -90.21
43395996.00, -90.29, -94.28
43403624.00, -91.18, -92.19
43411256.00, -90.54, -92.06
43418884.00, -92.45, -89.30
43426512.00, -92.82, -90.59
43434144.00, -91.57, -91.29
43441772.00, -92.85, -90.41
43449400.00, -90.68, -89.25
43457032.00, -89.40, -92.75
43464660.00, -92.55, -95.02
43472292.00, -93.39, -93.65
43479920.00, -92.60, -92.36
43487548.00, -94.22, -91.82
43495180.00, -95.72, -92.87
43502808.00, -90.51, -90.78
43510436.00, -91.76, -91.86
43518068.00, -90.29, -94.05
43525696.00, -88.92, -89.50
43533324.00, -88.80, -87.75
43540956.00, -91.06, -90.30
43548584.00, -94.36, -92.44
43556212.00, -93.68, -91.22
43563844.00, -92.65, -89.99
43571472.00, -90.15, -92.26
43579100.00, -90.43, -92.41
43586732.00, -92.72, -92.26
43594360.00, -90.88, -92.58
43601988.00, -93.01, -89.73
43609620.00, -92.43, -91.95
43617248.00, -93.62, -92.67
43624876.00, -93.25, -93.18
43632508.00, -93.70, -92.22
43640136.00, -93.75, -90.41
43647768.00, -96.04, -88.23
43655396.00, -93.41, -94.74
43663024.00, -92.98, -89.19
43670656.00, -91.08, -92.34
43678284.00, -94.29, -91.34
43685912.00, -91.64, -92.83
43693544.00, -93.54, -92.84
43701172.00, -92.08, -90.47
43708800.00, -90.23, -91.24
43716432.00, -92.96, -90.40
43724060.00, -91.42, -92.21
43731688.00, -87.71, -91.71
43739320.00, -91.51, -90.54
43746948.00, -91.51, -91.80
43754576.00, -91.96, -91.48
43762208.00, -92.01, -91.63
43769836.00, -91.51, -88.85
43777464.00, -95.06, -90.86
43785096.00, -92.54, -90.15
43792724.00, -89.41, -93.88
43800356.00, -88.65, -91.35
43807984.00, -91.27, -91.82
43815612.00, -92.40, -93.21
43823244.00, -91.72, -91.43
43830872.00, -92.09, -89.86
43838500.00, -92.11, -90.07
43846132.00, -89.69, -90.95
43853760.00, -93.64, -92.06
43861388.00, -95.69, -91.46
43869020.00, -90.93, -89.69
43876648.00, -89.23, -92.75
43884276.00, -93.67, -89.62
43891908.00, -91.56, -89.78
43899536.00, -90.64, -91.13
43907164.00, -91.17, -91.14
43914796.00, -94.41, -92.22
43922424.00, -92.91, -94.43
43930052.00, -89.56, -91.71
43937684.00, -89.56, -91.01
43945312.00, -89.99, -92.23
43952940.00, -95.33, -94.05
43960572.00, -91.38, -95.31
43968200.00, -95.84, -93.14
43975832.00, -90.86, -90.84
43983460.00, -92.42, -93.05
43991088.00, -91.20, -92.86
43998720.00, -91.13, -92.95
44006348.00, -91.89, -94.76
44013976.00, -92.45, -92.08
44021608.00, -92.08, -90.19
44029236.00, -91.78, -88.44
44036864.00, -91.17, -90.31
44044496.00, -90.46, -93.43
44052124.00, -91.36, -90.96
44059752.00, -90.39, -91.08
44067384.00, -90.70, -93.06
44075012.00, -90.88, -92.49
44082640.00, -90.70, -92.90
44090272.00, -88.91, -93.81
44097900.00, -89.50, -95.16
44105528.00, -92.87, -91.91
44113160.00, -94.18, -91.73
44120788.00, -93.78, -92.80
44128416.00, -91.18, -91.28
44136048.00, -89.00, -92.37
44143676.00, -92.17, -92.19
44151308.00, -92.67, -91.61
44158936.00, -91.87, -91.85
44166564.00, -94.16, -93.82
44174196.00, -92.28, -92.25
44181824.00, -88.63, -90.60
44189452.00, -90.79, -88.82
44197084.00, -92.10, -93.67
44204712.00, -91.69, -92.40
44212340.00, -93.90, -94.10
44219972.00, -94.26, -91.61
44227600.00, -88.87, -93.52
44235228.00, -88.95, -92.20
44242860.00, -91.03, -90.62
44250488.00, -88.33, -91.54
44258116.00, -88.05, -91.17
44265748.00, -90.30, -90.52
44273376.00, -91.25, -89.81
44281004.00, -90.91, -92.20
44288636.00, -96.37, -93.83
44296264.00, -95.28, -91.65
44303896.00, -94.29, -90.12
44311524.00, -91.63, -92.35
44319152.00, -93.33, -91.36
44326784.00, -95.33, -90.85
44334412.00, -94.36, -89.80
