Frequency (Hz), ch0 (dB), ch1 (dB)
44342040.00, -91.25, -90.75
44349672.00, -91.13, -92.56
44357300.00, -91.83, -91.92
44364928.00, -92.12, -91.00
44372560.00, -92.27, -88.21
44380188.00, -93.06, -89.43
44387816.00, -91.85, -91.58
44395448.00, -90.33, -89.14
44403076.00, -90.99, -92.20
44410704.00, -91.44, -93.21
44418336.00, -93.09, -92.42
44425964.00, -94.49, -94.50
44433592.00, -94.69, -95.79
44441224.00, -92.21, -93.76
44448852.00, -91.23, -93.00
44456480.00, -95.31, -90.72
44464112.00, -94.12, -91.09
44471740.00, -91.25, -91.49
44479372.00, -88.34, -90.82
44487000.00, -90.64, -90.11
44494628.00, -91.17, -90.76
44502260.00, -93.86, -92.80
44509888.00, -93.37, -91.71
44517516.00, -91.63, -90.01
44525148.00, -90.81, -89.19
44532776.00, -91.71, -90.66
44540404.00, -89.88, -92.38
44548036.00, -88.85, -90.93
44555664.00, -90.50, -90.53
44563292.00, -90.68, -90.40
44570924.00, -90.28, -91.04
44578552.00, -90.41, -94.04
44586180.00, -90.15, -91.72
44593812.00, -91.41, -89.39
44601440.00, -93.24, -92.08
44609068.00, -92.88, -93.31
44616700.00, -92.16, -90.44
44624328.00, -92.76, -89.69
44631960.00, -93.27, -90.61
44639588.00, -92.78, -93.63
44647216.00, -94.99, -92.80
44654848.00, -91.89, -92.58
44662476.00, -91.97, -92.02
44670104.00, -92.53, -94.34
44677736.00, -93.74, -92.85
44685364.00, -95.95, -91.66
44692992.00, -91.02, -90.89
44700624.00, -90.33, -93.23
44708252.00, -92.62, -93.21
44715880.00, -92.36, -91.79
44723512.00, -91.38, -92.97
44731140.00, -92.67, -97.99
44738768.00, -89.31, -91.24
44746400.00, -87.18, -92.95
44754028.00, -90.40, -95.06
44761656.00, -96.55, -92.14
44769288.00, -92.23, -93.25
44776916.00, -91.89, -88.52
44784544.00, -92.42, -88.11
44792176.00, -93.58, -94.21
44799804.00, -91.75, -90.75
44807436.00, -93.02, -89.89
44815064.00, -91.13, -97.29
44822692.00, -89.88, -91.07
44830324.00, -89.80, -90.73
44837952.00, -93.75, -94.89
44845580.00, -93.34, -89.89
44853212.00, -95.05, -90.35
44860840.00, -93.41, -90.76
44868468.00, -91.32, -93.79
44876100.00, -91.22, -93.04
44883728.00, -93.35, -89.69
44891356.00, -92.97, -88.89
44898988.00, -91.65, -91.48
44906616.00, -92.21, -91.01
44914244.00, -91.51, -91.04
44921876.00, -91.92, -91.79
44929504.00, -93.48, -90.75
44937132.00, -93.29, -91.84
44944764.00, -89.62, -90.31
44952392.00, -89.62, -91.16
44960020.00, -89.82, -90.64
44967652.00, -93.10, -94.52
44975280.00, -91.47, -90.09
44982912.00, -92.69, -89.45
44990540.00, -89.41, -92.38
44998168.00, -91.43, -92.05
45005800.00, -90.71, -90.75
45013428.00, -90.99, -92.16
45021056.00, -92.25, -91.04
45028688.00, -92.01, -90.72
45036316.00, -92.67, -92.45
45043944.00, -92.12, -92.08
45051576.00, -90.72, -96.46
45059204.00, -94.13, -92.36
45066832.00, -90.99, -92.41
45074464.00, -92.33, -93.02
45082092.00, -91.66, -92.53
45089720.00, -96.06, -89.34
45097352.00, -93.97, -93.04
45104980.00, -92.42, -93.17
45112608.00, -91.82, -93.76
45120240.00, -90.54, -94.93
45127868.00, -90.64, -91.37
45135500.00, -89.22, -89.78
45143128.00, -90.57, -91.00
45150756.00, -93.20, -93.98
45158388.00, -91.56, -95.18
45166016.00, -91.02, -89.94
45173644.00, -89.90, -91.13
45181276.00, -92.89, -90.24
45188904.00, -90.12, -93.35
45196532.00, -90.46, -92.69
45204164.00, -93.24, -92.72
45211792.00, -94.79, -90.23
45219420.00, -91.02, -92.82
45227052.00, -90.43, -91.85
45234680.00, -92.36, -91.59
45242308.00, -91.10, -89.71
45249940.00, -89.94, -92.08
45257568.00, -90.98, -94.31
45265196.00, -93.22, -93.76
45272828.00, -95.09, -93.65
45280456.00, -91.75, -90.31
45288084.00, -92.43, -90.94
45295716.00, -93.17, -92.39
45303344.00, -87.19, -90.66
45310976.00, -90.20, -87.61
45318604.00, -93.91, -89.02
45326232.00, -90.95, -91.01
45333864.00, -89.95, -93.48
45341492.00, -89.23, -92.10
45349120.00, -91.69, -90.21
45356752.00, -89.61, -91.68
45364380.00, -92.57, -89.84
45372008.00, -92.73, -87.13
45379640.00, -89.62, -90.73
45387268.00, -91.24, -95.49
45394896.00, -92.30, -92.71
45402528.00, -94.10, -93.27
45410156.00, -91.05, -91.17
45417784.00, -90.55, -90.94
45425416.00, -90.11, -92.00
45433044.00, -93.60, -94.24
45440672.00, -91.35, -91.48
45448304.00, -90.19, -90.22
45455932.00, -90.40, -88.67
45463564.00, -92.51, -88.46
45471192.00, -93.59, -92.56
45478820.00, -93.00, -95.14
45486452.00, -91.08, -90.33
45494080.00, -89.92, -90.87
45501708.00, -89.60, -90.36
45509340.00, -92.36, -93.39
45516968.00, -92.42, -91.83
45524596.00, -92.55, -91.74
45532228.00, -94.29, -90.69
45539856.00, -89.06, -91.98
45547484.00, -94.99, -90.15
45555116.00, -89.51, -90.39
45562744.00, -87.66, -90.02
45570372.00, -88.53, -91.54
45578004.00, -93.48, -97.47
45585632.00, -92.97, -91.73
45593260.00, -91.70, -91.21
45600892.00, -95.84, -93.77
45608520.00, -94.15, -91.24
45616148.00, -94.43, -94.00
45623780.00, -89.31, -90.79
45631408.00, -91.28, -90.39
45639040.00, -92.93, -93.68
45646668.00, -91.76, -90.80
45654296.00, -92.59, -91.98
45661928.00, -93.71, -91.69
45669556.00, -96.72, -93.51
45677184.00, -94.83, -91.89
45684816.00, -90.75, -92.01
45692444.00, -91.99, -93.72
45700072.00, -91.48, -94.85
45707704.00, -89.79, -93.59
45715332.00, -91.58, -95.94
45722960.00, -92.87, -92.27
45730592.00, -92.89, -92.80
45738220.00, -93.14, -94.90
45745848.00, -93.64, -92.19
45753480.00, -91.72, -90.67
45761108.00, -92.75, -90.13
45768736.00, -90.89, -91.08
45776368.00, -92.87, -94.22
45783996.00, -93.43, -89.36
45791624.00, -93.43, -92.62
45799256.00, -92.06, -94.21
45806884.00, -93.45, -93.80
45814516.00, -91.44, -90.20
45822144.00, -91.22, -89.93
45829772.00, -92.48, -91.19
45837404.00, -92.93, -90.78
45845032.00, -93.09, -92.16
45852660.00, -88.50, -95.03
45860292.00, -91.17, -91.18
45867920.00, -91.25, -92.40
45875548.00, -92.63, -89.81
45883180.00, -90.07, -91.22
45890808.00, -92.09, -92.23
45898436.00, -90.54, -92.97
45906068.00, -90.62, -92.62
45913696.00, -93.26, -93.21
45921324.00, -90.28, -92.19
45928956.00, -90.29, -93.27
45936584.00, -90.34, -91.51
45944212.00, -89.44, -91.33
45951844.00, -94.91, -90.51
45959472.00, -93.65, -89.50
45967104.00, -91.03, -91.09
45974732.00, -93.22, -88.93
45982360.00, -90.60, -90.81
45989992.00, -94.66, -92.25
45997620.00, -92.68, -94.06
46005248.00, -91.23, -94.36
46012880.00, -90.25, -93.42
46020508.00, -94.53, -92.55
46028136.00, -90.45, -93.94
46035768.00, -89.62, -93.45
46043396.00, -91.27, -90.21
46051024.00, -91.75, -89.44
46058656.00, -95.08, -92.89
46066284.00, -93.59, -93.11
46073912.00, -91.09, -92.04
46081544.00, -90.28, -94.60
46089172.00, -90.32, -91.55
46096800.00, -93.70, -88.11
46104432.00, -91.40, -92.85
46112060.00, -90.63, -93.98
46119688.00, -91.41, -97.95
46127320.00, -95.59, -91.01
46134948.00, -96.44, -88.16
46142580.00, -90.92, -92.67
46150208.00, -90.03, -89.27
46157836.00, -89.17, -90.08
46165468.00, -88.76, -92.90
46173096.00, -92.44, -92.59
46180724.00, -91.36, -90.43
46188356.00, -91.34, -92.09
46195984.00, -92.15, -93.51
46203612.00, -91.41, -90.50
46211244.00, -90.73, -91.00
46218872.00, -90.11, -91.15
46226500.00, -89.01, -89.97
46234132.00, -90.81, -90.69
46241760.00, -88.98, -90.39
46249388.00, -93.32, -90.82
46257020.00, -92.55, -89.34
46264648.00, -91.03, -92.69
46272276.00, -91.86, -93.41
46279908.00, -91.58, -93.87
46287536.00, -88.46, -94.42
46295168.00, -90.04, -91.42
46302796.00, -90.93, -90.00
46310424.00, -88.58, -90.57
46318056.00, -90.77, -91.40
46325684.00, -90.39, -91.61
46333312.00, -91.48, -89.88
46340944.00, -94.35, -92.62
46348572.00, -91.94, -92.98
46356200.00, -91.39, -93.38
46363832.00, -94.26, -94.67
46371460.00, -93.73, -89.37
46379088.00, -89.82, -90.01
46386720.00, -90.00, -90.57
46394348.00, -94.09, -94.48
46401976.00, -92.80, -93.76
46409608.00, -93.90, -91.94
46417236.00, -95.37, -90.80
46424864.00, -91.49, -95.92
46432496.00, -91.47, -91.02
46440124.00, -91.84, -94.21
46447752.00, -90.55, -95.36
46455384.00, -91.16, -94.29
46463012.00, -92.21, -89.42
46470644.00, -93.65, -88.06
46478272.00, -94.56, -88.58
46485900.00, -91.93, -90.39
46493532.00, -92.50, -92.47
46501160.00, -92.43, -91.18
46508788.00, -90.84, -89.38
46516420.00, -92.25, -87.19
46524048.00, -92.29, -88.14
46531676.00, -92.79, -89.77
46539308.00, -92.90, -88.33
46546936.00, -90.07, -88.98
46554564.00, -89.32, -93.06
46562196.00, -90.44, -88.82
46569824.00, -88.99, -90.53
46577452.00, -91.96, -95.20
46585084.00, -91.06, -94.34
46592712.00, -93.93, -92.09
46600340.00, -91.65, -88.95
46607972.00, -90.62, -93.24
46615600.00, -91.74, -93.02
46623228.00, -92.13, -91.61
46630860.00, -92.68, -95.43
46638488.00, -90.84, -93.65
46646120.00, -89.56, -90.86
46653748.00, -89.74, -89.53
46661376.00, -91.24, -90.49
46669008.00, -91.49, -91.77
46676636.00, -97.10, -89.53
46684264.00, -93.56, -91.74
46691896.00, -89.98, -93.97
46699524.00, -92.80, -92.10
46707152.00, -94.35, -91.61
46714784.00, -94.59, -92.25
46722412.00, -93.43, -90.03
46730040.00, -93.90, -89.53
46737672.00, -93.31, -90.65
46745300.00, -94.18, -92.03
46752928.00, -92.74, -93.57
46760560.00, -93.28, -95.14
46768188.00, -92.37, -91.32
46775816.00, -91.03, -93.06
46783448.00, -94.99, -93.07
46791076.00, -97.07, -90.33
46798708.00, -93.32, -91.75
46806336.00, -89.84, -90.26
46813964.00, -94.84, -91.37
46821596.00, -92.55, -92.71
46829224.00, -93.00, -93.04
46836852.00, -91.96, -93.55
46844484.00, -89.99, -93.70
46852112.00, -90.65, -91.62
46859740.00, -91.08, -93.60
46867372.00, -91.24, -92.26
46875000.00, -90.30, -90.78
46882628.00, -91.03, -89.82
46890260.00, -91.08, -89.03
46897888.00, -91.67, -92.51
46905516.00, -92.64, -92.05
46913148.00, -92.44, -90.95
46920776.00, -91.85, -91.75
46928404.00, -91.32, -89.13
46936036.00, -90.52, -89.83
46943664.00, -91.92, -90.61
46951292.00, -92.00, -91.30
46958924.00, -90.96, -90.97
46966552.00, -92.53, -93.77
46974184.00, -93.75, -92.33
46981812.00, -95.47, -90.41
46989440.00, -94.30, -91.58
46997072.00, -88.66, -93.01
47004700.00, -90.50, -91.30
47012328.00, -96.26, -91.71
47019960.00, -94.07, -92.82
47027588.00, -93.73, -92.57
47035216.00, -90.77, -91.51
47042848.00, -89.52, -89.28
47050476.00, -90.06, -92.40
47058104.00, -92.40, -91.86
47065736.00, -88.25, -89.98
47073364.00, -89.59, -89.67
47080992.00, -91.22, -90.67
47088624.00, -90.95, -91.05
47096252.00, -91.20, -93.35
47103880.00, -91.76, -89.39
47111512.00, -92.55, -90.08
47119140.00, -94.25, -90.42
47126772.00, -93.96, -93.85
47134400.00, -92.80, -92.30
47142028.00, -89.97, -90.63
47149660.00, -90.30, -91.19
47157288.00, -92.32, -93.03
47164916.00, -94.19, -89.81
47172548.00, -92.40, -90.13
47180176.00, -90.29, -89.25
47187804.00, -91.51, -91.54
47195436.00, -92.47, -91.12
47203064.00, -92.28, -94.00
47210692.00, -91.72, -93.08
47218324.00, -88.67, -90.92
47225952.00, -89.67, -91.90
47233580.00, -92.17, -92.11
47241212.00, -95.54, -90.43
47248840.00, -89.62, -89.35
47256468.00, -90.25, -93.87
47264100.00, -90.25, -94.75
47271728.00, -95.02, -93.44
47279356.00, -93.80, -90.04
47286988.00, -93.96, -90.31
47294616.00, -93.09, -92.13
47302248.00, -97.46, -94.93
47309876.00, -91.85, -94.30
47317504.00, -91.18, -92.15
47325136.00, -93.03, -94.77
47332764.00, -90.59, -96.28
47340392.00, -91.37, -90.16
47348024.00, -89.41, -90.66
47355652.00, -91.49, -92.01
47363280.00, -90.41, -92.34
47370912.00, -92.59, -94.09
47378540.00, -92.46, -91.95
47386168.00, -92.80, -89.75
47393800.00, -93.61, -92.87
47401428.00, -91.54, -94.60
47409056.00, -91.93, -93.22
47416688.00, -95.12, -89.21
47424316.00, -91.85, -89.11
47431944.00, -90.79, -89.03
47439576.00, -89.49, -89.69
47447204.00, -90.31, -92.94
47454832.00, -91.27, -93.01
47462464.00, -91.31, -95.29
47470092.00, -93.28, -96.87
47477724.00, -95.96, -95.18
47485352.00, -91.40, -90.69
47492980.00, -93.39, -92.31
47500612.00, -91.80, -91.93
47508240.00, -92.20, -92.40
47515868.00, -91.52, -90.16
47523500.00, -90.67, -93.92
47531128.00, -92.14, -91.93
47538756.00, -94.17, -93.57
47546388.00, -92.97, -94.95
47554016.00, -90.26, -93.47
47561644.00, -88.60, -91.40
47569276.00, -91.34, -91.22
47576904.00, -95.34, -90.71
47584532.00, -93.25, -93.38
47592164.00, -91.93, -93.74
47599792.00, -91.67, -90.80
47607420.00, -91.83, -92.85
47615052.00, -92.07, -94.79
47622680.00, -89.52, -93.57
47630312.00, -88.92, -92.98
47637940.00, -89.58, -91.02
47645568.00, -95.03, -90.20
47653200.00, -98.09, -92.33
47660828.00, -95.10, -91.61
47668456.00, -91.40, -93.40
47676088.00, -92.53, -91.36
47683716.00, -90.41, -90.78
47691344.00, -88.97, -91.30
47698976.00, -89.34, -91.56
47706604.00, -89.14, -91.76
47714232.00, -93.22, -91.24
47721864.00, -93.79, -90.34
47729492.00, -89.80, -89.25
47737120.00, -89.14, -90.39
47744752.00, -91.07, -93.43
47752380.00, -91.00, -93.61
47760008.00, -90.30, -90.70
47767640.00, -89.74, -91.77
47775268.00, -90.76, -90.98
47782896.00, -92.50, -91.38
47790528.00, -93.50, -91.23
47798156.00, -90.67, -93.16
47805788.00, -89.84, -89.76
47813416.00, -90.50, -89.51
47821044.00, -92.06, -93.03
47828676.00, -91.17, -89.02
47836304.00, -89.81, -91.76
47843932.00, -90.21, -92.29
47851564.00, -91.48, -92.75
47859192.00, -94.12, -94.64
47866820.00, -93.47, -94.53
47874452.00, -93.33, -97.28
47882080.00, -93.83, -93.00
47889708.00, -90.86, -91.90
47897340.00, -92.23, -96.13
47904968.00, -90.64, -96.69
47912596.00, -90.52, -91.35
47920228.00, -90.83, -89.02
47927856.00, -92.39, -90.62
47935484.00, -93.08, -91.51
47943116.00, -90.99, -93.14
47950744.00, -89.79, -94.86
47958376.00, -91.26, -90.84
47966004.00, -91.33, -91.30
47973632.00, -93.07, -96.83
47981264.00, -89.46, -94.98
47988892.00, -91.51, -92.47
47996520.00, -93.97, -93.95
48004152.00, -90.92, -97.68
48011780.00, -89.84, -92.94
48019408.00, -92.34, -90.38
48027040.00, -89.37, -89.72
48034668.00, -92.59, -90.18
48042296.00, -90.65, -90.38
48049928.00, -89.16, -91.25
48057556.00, -93.37, -90.95
48065184.00, -91.11, -92.97
48072816.00, -91.64, -91.24
48080444.00, -93.73, -91.82
48088072.00, -90.49, -92.29
48095704.00, -91.46, -92.83
48103332.00, -92.16, -93.13
48110960.00, -97.30, -93.88
48118592.00, -92.74, -93.01
48126220.00, -90.44, -93.19
48133852.00, -95.17, -91.56
48141480.00, -93.36, -87.60
48149108.00, -90.79, -89.11
48156740.00, -93.53, -92.16
48164368.00, -93.94, -94.06
48171996.00, -90.38, -94.42
48179628.00, -91.70, -92.56
48187256.00, -95.77, -94.35
48194884.00, -93.12, -93.38
48202516.00, -92.03, -89.67
48210144.00, -92.30, -88.46
48217772.00, -91.81, -89.69
48225404.00, -91.15, -92.14
48233032.00, -89.22, -90.41
48240660.00, -90.73, -92.16
48248292.00, -91.46, -90.10
48255920.00, -89.87, -90.81
48263548.00, -91.02, -90.53
48271180.00, -95.48, -92.46
48278808.00, -91.55, -92.84
48286436.00, -92.36, -92.16
48294068.00, -92.55, -92.29
48301696.00, -93.56, -91.83
48309328.00, -92.02, -94.19
48316956.00, -92.58, -95.64
48324584.00, -91.43, -93.29
48332216.00, -90.52, -89.87
48339844.00, -91.60, -91.84
48347472.00, -91.78, -92.16
48355104.00, -94.73, -92.38
48362732.00, -91.75, -91.26
48370360.00, -92.34, -90.35
48377992.00, -93.56, -93.56
48385620.00, -94.09, -94.15
48393248.00, -94.21, -94.44
48400880.00, -94.61, -92.50
48408508.00, -92.90, -92.69
48416136.00, -92.42, -91.19
48423768.00, -92.81, -93.61
48431396.00, -90.90, -92.51
48439024.00, -93.79, -89.76
48446656.00, -91.67, -90.49
48454284.00, -90.83, -97.80
48461916.00, -92.64, -91.51
48469544.00, -92.61, -91.74
48477172.00, -90.48, -94.11
48484804.00, -91.10, -90.21
48492432.00, -89.82, -91.80
48500060.00, -93.20, -92.32
48507692.00, -91.72, -92.24
48515320.00, -91.99, -92.65
48522948.00, -93.44, -90.24
48530580.00, -92.41, -89.59
48538208.00, -92.73, -89.39
48545836.00, -91.98, -92.84
48553468.00, -92.89, -92.41
48561096.00, -91.35, -90.71
48568724.00, -89.50, -91.29
48576356.00, -90.16, -92.58
48583984.00, -95.62, -97.41
48591612.00, -89.49, -94.02
48599244.00, -91.21, -90.44
48606872.00, -92.01, -88.78
48614500.00, -93.84, -89.08
48622132.00, -91.85, -91.01
48629760.00, -89.76, -92.23
48637392.00, -90.24, -92.43
48645020.00, -91.09, -90.14
48652648.00, -94.62, -91.54
48660280.00, -92.86, -90.99
48667908.00, -89.66, -90.86
48675536.00, -92.20, -91.78
48683168.00, -91.56, -91.23
48690796.00, -91.66, -89.94
48698424.00, -91.86, -90.88
48706056.00, -93.83, -90.63
48713684.00, -90.14, -92.19
48721312.00, -87.36, -90.73
48728944.00, -90.22, -90.30
48736572.00, -96.19, -89.86
48744200.00, -92.05, -88.57
48751832.00, -91.51, -94.38
48759460.00, -90.71, -95.53
48767088.00, -90.75, -91.90
48774720.00, -96.99, -92.49
48782348.00, -90.77, -93.28
48789980.00, -91.46, -93.85
48797608.00, -92.90, -91.35
48805236.00, -91.88, -91.30
48812868.00, -90.30, -93.52
48820496.00, -89.70, -92.92
48828124.00, -91.70, -93.77
48835756.00, -93.05, -91.16
48843384.00, -90.81, -92.42
48851012.00, -93.26, -94.79
48858644.00, -91.43, -90.42
48866272.00, -91.38, -90.29
48873900.00, -92.97, -92.68
48881532.00, -94.23, -91.21
48889160.00, -93.83, -91.38
48896788.00, -90.74, -91.72
48904420.00, -90.60, -91.12
48912048.00, -92.20, -89.86
48919676.00, -91.35, -91.82
48927308.00, -93.74, -92.65
48934936.00, -94.70, -94.67
48942564.00, -91.70, -92.76
48950196.00, -88.59, -89.72
48957824.00, -89.61, -89.78
48965456.00, -91.86, -91.49
48973084.00, -92.76, -92.64
48980712.00, -93.48, -92.20
48988344.00, -94.26, -91.97
48995972.00, -88.78, -90.98
49003600.00, -92.45, -90.87
49011232.00, -91.90, -91.41
49018860.00, -92.51, -90.56
49026488.00, -93.95, -92.39
49034120.00, -91.00, -91.01
49041748.00, -92.03, -91.90
49049376.00, -95.96, -90.44
49057008.00, -95.82, -93.46
49064636.00, -93.12, -91.07
49072264.00, -91.12, -92.84
49079896.00, -93.23, -92.86
49087524.00, -92.19, -93.23
49095152.00, -94.53, -91.60
49102784.00, -95.80, -92.34
49110412.00, -94.63, -89.83
49118040.00, -93.39, -93.21
49125672.00, -94.40, -92.80
49133300.00, -93.55, -94.56
49140932.00, -94.46, -91.75
49148560.00, -94.55, -88.42
49156188.00, -92.82, -89.82
49163820.00, -92.61, -93.30
49171448.00, -94.61, -91.48
49179076.00, -92.16, -95.31
49186708.00, -89.54, -92.42
49194336.00, -86.71, -92.43
49201964.00, -88.59, -91.46
49209596.00, -88.80, -91.80
49217224.00, -92.03, -91.12
49224852.00, -97.07, -90.47
49232484.00, -92.82, -94.04
49240112.00, -94.18, -93.55
49247740.00, -92.58, -94.33
49255372.00, -92.91, -92.36
49263000.00, -92.51, -89.13
49270628.00, -91.77, -91.70
49278260.00, -90.12, -91.60
49285888.00, -92.62, -88.35
49293520.00, -90.95, -89.87
49301148.00, -90.36, -92.80
49308776.00, -95.44, -91.72
49316408.00, -93.59, -91.87
49324036.00, -91.95, -90.75
49331664.00, -92.64, -93.71
49339296.00, -92.97, -91.64
49346924.00, -92.46, -90.96
49354552.00, -93.76, -93.36
49362184.00, -91.72, -92.66
49369812.00, -91.01, -89.87
49377440.00, -91.67, -90.70
49385072.00, -95.90, -92.21
49392700.00, -93.44, -91.37
49400328.00, -90.62, -92.75
49407960.00, -90.63, -90.89
49415588.00, -94.32, -91.91
49423216.00, -94.64, -89.40
49430848.00, -98.33, -89.58
49438476.00, -92.19, -94.01
49446104.00, -90.82, -94.31
49453736.00, -91.52, -94.60
49461364.00, -91.47, -93.54
49468996.00, -91.10, -92.37
49476624.00, -91.20, -90.57
49484252.00, -93.87, -93.08
49491884.00, -92.14, -88.51
49499512.00, -94.94, -89.33
49507140.00, -92.98, -91.38
49514772.00, -91.99, -90.69
49522400.00, -92.38, -92.47
49530028.00, -90.46, -91.81
49537660.00, -91.53, -91.82
49545288.00, -90.61, -91.86
49552916.00, -91.12, -93.45
49560548.00, -89.45, -91.80
49568176.00, -93.23, -93.96
49575804.00, -92.37, -93.61
49583436.00, -90.88, -90.93
49591064.00, -94.07, -90.69
49598692.00, -91.05, -90.94
49606324.00, -92.65, -89.62
49613952.00, -92.47, -89.18
49621584.00, -93.76, -92.05
49629212.00, -90.65, -91.73
49636840.00, -93.44, -94.50
49644472.00, -94.63, -90.25
49652100.00, -92.00, -90.84
49659728.00, -91.35, -91.79
49667360.00, -90.13, -91.07
49674988.00, -91.89, -93.54
49682616.00, -91.44, -94.07
49690248.00, -91.65, -89.74
49697876.00, -91.68, -91.53
49705504.00, -95.46, -92.59
49713136.00, -90.97, -91.78
49720764.00, -93.75, -90.66
49728392.00, -93.69, -91.39
49736024.00, -92.35, -91.05
49743652.00, -91.60, -92.29
49751280.00, -91.56, -89.83
49758912.00, -92.75, -90.44
49766540.00, -92.35, -91.00
49774168.00, -88.44, -91.41
49781800.00, -91.91, -92.81
49789428.00, -92.17, -92.83
49797060.00, -94.09, -94.36
49804688.00, -92.35, -96.63
49812316.00, -90.56, -91.19
49819948.00, -92.42, -92.00
49827576.00, -92.36, -93.40
49835204.00, -94.14, -90.08
49842836.00, -91.73, -92.67
49850464.00, -92.01, -90.45
49858092.00, -91.47, -92.10
49865724.00, -92.25, -92.38
49873352.00, -92.29, -93.99
49880980.00, -93.72, -91.94
49888612.00, -93.98, -97.05
49896240.00, -92.34, -93.24
49903868.00, -91.52, -95.12
49911500.00, -91.63, -95.38
49919128.00, -91.05, -92.72
49926756.00, -92.12, -92.52
49934388.00, -91.39, -91.93
49942016.00, -91.62, -91.27
